Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
Male,22,Computer Science,57.8,7.0,3.23,7.4,15,2.18
Female,21,Psychology,69.5,6.7,2.24,8.0,12,1.91
Female,21,Mathematics,46.1,5.0,2.5,7.3,10,1.91
Male,22,Economics,84.3,3.5,2.03,7.0,11,3.12
Female,21,Business,68.9,8.1,2.24,8.7,10,3.13
Female,20,Economics,78.3,4.5,2.55,7.0,10,3.03
Male,20,Computer Science,82.4,7.5,2.6,6.8,11,2.75
Male,22,Mathematics,54.6,10.6,2.74,6.0,11,2.89
Male,21,Psychology,85.0,3.0,2.68,6.6,4,2.32
Female,22,Computer Science,61.8,8.0,2.42,8.2,10,3.06
Female,21,Engineering,55.7,7.8,2.1,7.3,10,1.85
Female,22,Computer Science,83.4,8.3,2.7,7.6,15,3.08
Male,20,Business,82.6,3.7,2.52,5.5,15,2.53
Male,20,Engineering,44.1,3.6,2.39,5.2,15,2.8
Male,21,Psychology,74.1,3.0,2.46,8.6,17,1.94
Female,20,Psychology,60.5,4.6,2.63,5.6,5,2.34
Female,19,Computer Science,49.8,9.1,2.65,6.6,10,2.16
Female,20,Mathematics,62.3,5.6,2.51,7.2,10,2.39
Female,22,Business,57.8,12.4,2.37,8.3,11,2.13
Male,22,Psychology,60.2,4.3,3.1,8.6,10,2.92
Female,21,Engineering,64.4,12.0,2.11,7.4,13,3.29
Male,22,Mathematics,53.7,5.8,2.75,6.6,12,2.37
Female,20,Mathematics,72.8,4.6,3.23,6.6,6,3.14
Male,20,Business,42.7,8.0,2.37,7.6,11,2.18
Female,22,Business,58.0,10.7,2.34,6.5,9,2.85
Male,23,Psychology,70.3,12.5,2.82,5.8,11,2.68
Female,21,Economics,37.9,3.7,2.75,8.3,9,3.62
Male,21,Mathematics,73.9,6.6,2.7,6.2,12,2.91
Female,20,Computer Science,45.5,4.6,2.35,4.8,6,2.18
Female,22,Mathematics,37.9,7.8,3.43,7.8,10,1.92
Female,19,Mathematics,55.5,6.0,2.48,6.6,15,3.29
Female,21,Engineering,40.6,7.7,2.87,7.8,9,2.12
Male,22,Psychology,64.2,10.0,2.93,7.5,6,2.47
Female,20,Psychology,65.1,3.4,2.73,8.9,7,2.09
Female,21,Computer Science,64.7,7.2,3.38,5.8,6,2.38
Male,21,Psychology,55.6,7.6,2.11,6.8,6,2.44
Female,20,Economics,48.4,4.5,3.31,8.1,8,2.92
Female,22,Psychology,54.8,9.3,2.68,7.8,8,3.12
Female,22,Mathematics,54.6,5.3,2.92,6.6,13,2.45
Female,22,Computer Science,60.2,6.4,3.4,4.9,7,2.56
Female,20,Psychology,59.9,5.6,2.84,5.8,11,1.68
Female,21,Business,41.5,8.5,3.25,8.2,5,2.65
Male,20,Economics,42.1,7.0,2.85,6.3,12,3.35
Male,20,Computer Science,69.2,7.7,2.18,7.4,14,3.09
Female,21,Business,88.4,9.1,2.67,7.1,13,2.58
Female,21,Economics,69.7,4.7,3.36,5.7,11,2.31
Female,19,Engineering,43.3,7.5,3.1,7.3,17,2.37
Male,23,Computer Science,61.0,9.2,2.42,7.7,5,2.22
Female,20,Psychology,56.9,8.0,2.76,5.1,10,3.18
Male,22,Business,63.0,9.1,2.21,6.9,8,2.97
Male,20,Business,45.7,5.2,2.6,9.2,13,2.58
Female,20,Business,73.1,10.6,2.86,7.2,13,2.32
Male,22,Mathematics,72.1,9.2,2.22,7.3,12,2.28
Male,20,Business,66.6,7.6,2.8,6.6,10,2.17
Male,23,Business,71.8,7.4,2.86,8.8,6,3.54
Female,19,Mathematics,66.7,8.9,2.48,8.6,4,2.44
Female,21,Psychology,75.1,4.7,3.11,8.2,3,2.51
Male,22,Economics,71.0,6.8,2.46,7.8,7,2.66
Female,21,Psychology,79.3,9.8,2.32,7.1,5,2.11
Male,21,Computer Science,60.4,9.7,3.18,8.2,13,1.98
Female,21,Economics,50.9,10.9,2.64,7.1,7,2.82
Female,23,Psychology,51.8,5.4,2.11,6.8,9,2.22
Male,21,Engineering,51.8,6.5,2.91,7.6,10,1.84
Female,21,Engineering,52.1,5.4,2.96,4.6,9,2.69
Female,20,Computer Science,43.0,5.8,2.41,7.1,13,3.25
Female,23,Engineering,63.6,6.1,2.51,8.0,13,3.05
Female,21,Computer Science,69.0,7.7,3.12,6.7,4,2.77
Female,21,Computer Science,62.8,6.4,2.65,6.8,16,2.76
Female,21,Business,91.5,7.2,1.97,7.0,11,2.82
Male,21,Business,56.5,8.2,2.4,6.0,8,2.91
Male,22,Mathematics,47.5,7.7,2.55,8.1,13,2.31
Male,20,Psychology,77.7,4.2,3.14,6.6,12,1.87
Male,20,Mathematics,39.7,6.1,3.0,6.7,11,2.41
Female,21,Mathematics,54.3,4.9,2.41,6.9,10,2.6
Male,22,Economics,42.4,7.9,3.25,6.9,10,2.79
Female,21,Psychology,58.7,7.0,2.53,6.5,9,2.62
Male,21,Mathematics,47.2,11.1,2.26,6.8,13,2.6
Female,20,Psychology,83.4,9.4,2.3,7.5,16,2.67
Male,22,Psychology,47.0,7.5,2.85,8.1,11,3.23
Female,22,Mathematics,54.0,2.9,2.44,7.7,15,3.05
Male,23,Economics,60.4,9.3,2.64,5.7,12,2.54
Male,20,Psychology,82.4,5.6,2.46,5.7,12,2.2
Female,21,Business,60.9,5.8,3.01,6.9,9,2.21
Male,20,Mathematics,72.6,8.0,3.23,6.3,8,1.8
Female,22,Mathematics,63.9,5.9,2.75,6.2,14,2.73
Male,20,Business,75.1,6.4,2.14,8.5,5,2.14
Male,21,Business,63.0,8.7,2.1,8.0,7,2.91
Female,21,Business,52.6,9.8,2.26,7.7,4,1.92
Female,22,Mathematics,80.9,8.7,2.93,5.6,14,2.83
Female,23,Engineering,43.8,8.7,2.23,6.8,11,2.08
Female,22,Computer Science,56.2,5.2,2.02,8.7,11,2.98
Male,22,Engineering,57.7,6.2,2.6,7.5,8,3.13
Female,21,Computer Science,74.0,6.6,2.79,8.2,8,2.67
Female,20,Mathematics,56.7,8.7,1.77,6.1,3,2.62
Female,22,Computer Science,76.1,10.1,2.84,7.1,7,2.04
Female,20,Economics,66.2,7.1,2.79,6.8,13,1.7
Female,22,Psychology,40.4,8.4,2.13,7.8,13,1.94
Male,20,Computer Science,53.1,6.7,2.44,6.4,11,2.06
Female,22,Economics,61.9,6.3,3.33,8.4,10,1.62
Male,20,Economics,41.1,9.0,2.89,6.8,9,2.88
Female,20,Business,51.9,10.0,2.82,7.3,8,2.95
Male,21,Economics,82.4,1.8,2.78,7.8,11,2.44
Female,21,Business,63.8,6.6,2.01,6.2,10,2.56
Male,22,Computer Science,56.4,11.0,3.12,6.6,16,1.99
Female,19,Business,67.0,8.2,2.18,7.5,6,2.68
Male,19,Business,66.5,7.6,2.49,7.2,13,2.33
Female,23,Mathematics,66.3,7.9,3.46,7.4,12,2.52
Male,22,Computer Science,75.4,4.6,2.39,6.5,12,2.84
Male,21,Psychology,79.4,7.1,1.95,7.3,7,2.28
Female,19,Economics,67.1,9.8,3.39,4.6,14,2.78
Female,21,Economics,59.7,2.9,2.03,6.7,8,2.39
Female,20,Engineering,40.7,5.2,2.18,7.5,11,2.23
Male,23,Psychology,66.3,7.3,3.4,7.7,9,1.39
Male,20,Mathematics,40.2,6.0,2.39,5.2,7,2.13
Female,19,Mathematics,65.0,4.8,3.34,9.0,15,2.73
Female,21,Engineering,52.4,5.4,3.31,6.8,12,2.82
Male,20,Economics,56.8,5.7,2.0,5.2,11,2.49
Female,21,Business,63.8,6.1,3.32,5.7,10,2.3
Male,21,Engineering,66.3,4.3,3.37,8.4,14,2.68
Female,21,Computer Science,67.8,5.0,3.03,8.4,16,2.9
Male,22,Business,42.9,10.6,2.82,8.0,8,2.41
Female,21,Psychology,64.9,5.7,2.31,8.0,14,3.37
Female,19,Mathematics,42.3,11.4,2.64,8.1,4,2.71
Male,22,Business,69.5,11.3,2.64,7.6,12,2.23
Male,22,Psychology,51.6,3.3,2.75,5.5,3,2.23
Female,21,Economics,64.8,8.1,3.17,7.3,13,2.84
Male,20,Engineering,62.4,6.9,1.9,6.5,18,3.01
Male,22,Computer Science,83.9,3.3,2.96,5.8,15,3.43
Female,21,Economics,48.1,8.3,2.75,7.4,13,2.77
Female,19,Engineering,64.9,8.1,2.38,7.9,8,3.58
Female,21,Computer Science,74.2,7.4,3.25,6.6,10,2.93
Male,22,Engineering,67.9,4.5,3.46,6.5,14,3.48
Male,22,Engineering,62.1,6.5,2.05,7.7,10,2.46
Female,22,Engineering,66.9,8.2,2.91,6.0,13,2.15
Female,22,Psychology,51.4,8.3,2.63,7.0,12,2.71
Female,20,Engineering,63.3,7.5,2.25,6.0,5,3.03
Male,19,Economics,41.0,11.2,3.03,5.8,16,1.94
Male,21,Economics,62.5,2.6,2.92,7.0,5,2.96
Male,20,Business,68.2,5.2,3.07,6.4,5,2.11
Male,22,Business,65.2,6.6,2.71,5.4,7,2.2
Female,21,Engineering,54.4,4.1,2.25,5.7,15,3.29
Male,22,Economics,51.9,10.9,2.61,6.6,8,2.36
Male,21,Economics,53.5,8.6,2.47,6.2,12,3.07
Female,22,Economics,53.3,7.3,2.62,8.2,8,2.92
Male,22,Economics,54.5,8.3,2.03,7.4,17,2.25
Female,22,Computer Science,57.0,4.3,3.44,5.8,9,3.05
Female,21,Psychology,66.4,7.2,3.04,5.7,10,2.6
Male,22,Mathematics,70.8,6.2,2.1,7.4,12,2.48
Male,20,Economics,59.8,8.5,2.14,6.4,11,3.0
Female,21,Business,53.1,4.9,2.7,5.3,9,3.46
Female,22,Mathematics,52.9,6.0,2.28,8.4,10,3.35
Male,22,Business,69.1,6.5,3.14,9.1,9,1.85
Male,20,Business,59.2,6.4,1.74,6.6,3,1.48
Male,19,Business,46.3,8.5,1.98,7.2,5,2.72
Male,21,Psychology,55.6,2.5,2.38,6.5,9,2.71
Male,20,Psychology,62.9,4.7,3.18,9.2,14,2.09
Male,23,Psychology,72.9,9.8,2.81,4.8,8,2.29
Female,23,Business,54.5,6.4,3.35,7.4,10,2.96
Female,23,Computer Science,37.5,8.6,2.33,6.1,6,2.6
Female,21,Mathematics,67.5,5.4,2.51,8.6,13,3.45
Female,19,Economics,47.4,7.5,2.07,6.8,9,1.64
Female,21,Economics,65.6,8.4,3.45,6.0,13,2.92
Male,21,Psychology,49.2,3.8,3.12,7.4,8,2.24
Female,20,Business,72.0,8.2,3.6,8.1,5,2.41
Female,23,Computer Science,67.2,4.7,1.91,5.1,11,2.94
Male,23,Computer Science,60.4,5.0,2.64,7.3,10,3.26
Female,21,Economics,61.5,7.5,3.73,7.5,18,3.33
Male,21,Engineering,56.2,1.9,2.45,5.1,8,2.89
Female,20,Psychology,62.7,6.8,1.83,9.2,10,2.09
Female,22,Computer Science,56.3,6.1,2.23,7.0,9,2.17
Male,21,Psychology,77.3,10.2,2.91,7.3,10,1.95
Female,21,Engineering,38.2,6.3,2.32,7.0,7,3.34
Male,19,Economics,79.3,9.1,1.93,7.6,5,2.27
Female,20,Psychology,56.9,10.3,2.78,6.4,14,1.76
Female,22,Psychology,68.8,5.7,1.8,7.4,13,3.15
Male,21,Engineering,76.9,10.7,2.5,5.7,12,2.52
Female,22,Mathematics,50.3,8.3,2.6,5.5,15,2.22
Female,22,Psychology,59.6,11.9,2.58,5.5,12,2.83
Female,20,Mathematics,58.5,7.7,2.45,6.7,12,1.77
Female,22,Business,71.3,6.8,3.13,5.8,14,2.67
Male,22,Mathematics,78.8,8.5,3.15,5.9,2,2.73
Male,21,Computer Science,66.5,6.6,2.92,6.8,7,3.15
Female,21,Mathematics,77.4,5.8,2.55,8.6,12,3.49
Female,20,Engineering,50.2,9.6,2.57,5.5,5,2.22
Female,22,Engineering,85.3,4.0,3.32,5.6,10,3.09
Female,21,Computer Science,55.1,5.7,1.93,8.2,5,1.78
Female,21,Mathematics,65.2,9.0,2.46,7.4,9,2.59
Female,20,Business,57.0,6.9,2.25,8.6,8,3.02
Female,22,Computer Science,51.0,7.2,2.46,7.3,4,3.08
Female,22,Engineering,76.5,6.8,2.97,8.4,6,1.87
Male,21,Economics,66.0,6.4,2.68,6.5,12,2.9
Male,21,Economics,50.2,3.1,2.46,8.6,13,2.15
Female,21,Psychology,68.9,6.2,3.54,5.5,13,3.26
Female,20,Engineering,85.0,5.6,2.55,6.7,9,1.81
Male,22,Engineering,58.0,2.5,2.73,6.1,6,2.59
Female,20,Computer Science,61.9,8.0,2.24,5.3,13,2.16
Female,20,Business,72.8,10.6,2.9,6.6,8,3.5
Male,22,Economics,37.9,4.9,2.86,7.0,7,2.44
Male,22,Mathematics,75.0,7.2,2.29,8.8,10,1.84
Male,22,Mathematics,53.5,4.3,3.23,7.2,15,3.08
Female,20,Psychology,82.7,2.2,2.56,7.8,11,3.35
Male,22,Business,55.0,8.0,3.33,7.5,7,2.96
Female,21,Engineering,48.8,11.3,2.33,6.6,12,2.37
Female,21,Business,56.2,8.6,2.56,6.8,7,2.15
Female,20,Psychology,68.2,3.6,2.49,8.8,12,3.3
Male,21,Psychology,53.1,7.9,2.58,7.5,12,3.08
Male,22,Engineering,60.0,9.3,2.35,6.6,10,2.32
Female,22,Engineering,67.4,7.9,3.09,8.1,6,2.99
Male,21,Computer Science,75.2,4.5,1.79,7.9,10,3.02
Male,22,Psychology,59.0,7.5,2.87,6.8,4,2.18
Male,21,Mathematics,70.0,5.7,1.91,7.7,11,1.63
Female,21,Economics,82.8,5.4,2.41,7.3,11,2.03
Female,21,Mathematics,88.7,10.2,2.59,6.3,8,1.96
Female,21,Business,65.2,11.7,3.1,6.0,4,3.54
Female,23,Business,65.4,6.2,2.99,7.8,4,2.48
Female,21,Business,72.6,3.0,2.34,6.5,17,2.5
Female,21,Psychology,43.0,7.5,2.6,6.6,13,1.82
Female,21,Psychology,65.9,6.3,1.99,7.5,9,2.84
Male,20,Engineering,74.7,5.0,2.18,6.9,8,2.1
Male,22,Computer Science,72.8,5.6,2.84,6.8,7,2.57
Female,22,Psychology,70.9,8.6,1.89,7.5,10,3.08
Male,21,Mathematics,41.7,8.3,2.65,5.3,11,2.14
Male,20,Economics,46.8,7.3,2.34,5.5,4,2.4
Female,21,Economics,38.5,9.9,2.23,7.5,6,2.89
Male,22,Computer Science,42.2,7.8,2.75,7.6,14,2.43
Female,21,Computer Science,68.1,7.7,3.42,6.9,14,3.54
Female,22,Psychology,65.8,2.9,1.81,7.2,6,2.94
Male,22,Engineering,52.7,9.3,2.37,6.3,11,2.35
Female,19,Psychology,65.9,6.7,3.64,6.9,11,2.09
Male,21,Engineering,83.3,7.7,3.25,6.2,13,2.09
Female,21,Engineering,62.6,8.1,3.24,6.3,14,2.5
Female,20,Mathematics,67.7,7.3,2.15,5.9,10,2.55
Female,20,Economics,77.7,7.5,1.56,6.0,7,3.34
Male,22,Engineering,69.9,8.9,2.26,7.4,7,3.42
Male,21,Psychology,73.2,6.6,3.03,5.5,14,2.48
Male,20,Computer Science,57.1,6.0,3.44,7.6,6,3.04
Female,20,Engineering,54.2,8.9,2.83,4.7,8,2.7
Male,19,Economics,63.5,8.6,1.76,8.3,11,2.5
Male,21,Economics,52.8,8.0,2.17,6.4,8,2.92
Male,20,Business,61.0,10.7,3.0,7.4,14,2.04
Male,22,Economics,52.8,11.4,2.26,6.5,9,3.0
Male,19,Mathematics,61.3,10.6,2.44,6.1,3,2.15
Male,21,Business,38.1,3.8,3.5,7.3,15,2.29
Male,21,Engineering,65.3,5.1,2.6,8.6,13,2.46
Female,22,Computer Science,89.2,7.0,2.9,7.3,10,1.8
Female,20,Psychology,45.9,7.2,3.04,6.1,7,2.4
Male,23,Mathematics,49.7,4.1,1.8,5.2,7,3.27
Female,20,Computer Science,75.6,9.1,3.36,6.1,10,2.47
Female,21,Computer Science,71.7,5.9,2.64,8.9,17,2.87
Male,21,Computer Science,63.7,10.9,2.34,8.5,7,3.1
Male,21,Business,43.2,10.6,3.61,6.7,7,2.82
Male,22,Economics,74.1,4.2,3.53,8.9,13,1.74
Female,21,Mathematics,53.1,8.7,3.13,7.3,14,1.91
Female,21,Computer Science,74.2,8.2,2.47,6.4,11,2.84
Male,20,Mathematics,63.4,5.9,3.21,7.2,8,2.12
Female,22,Economics,71.4,11.7,2.62,8.2,8,2.3
Female,22,Engineering,72.5,8.2,3.32,6.8,14,3.23
Male,22,Engineering,45.7,3.4,2.31,5.6,14,2.22
Male,22,Computer Science,74.3,8.4,2.69,6.1,6,2.74
Male,21,Psychology,73.8,4.8,1.82,7.0,4,2.36
Female,21,Computer Science,35.7,7.0,2.78,6.5,2,3.15
Male,22,Psychology,42.5,2.4,3.38,6.5,4,3.22
Female,22,Engineering,59.0,8.3,3.02,8.2,7,2.94
Female,22,Psychology,56.8,8.3,2.46,6.0,9,2.84
Female,21,Engineering,75.4,5.6,2.6,8.2,9,2.53
Female,21,Psychology,62.2,10.9,2.49,6.7,7,2.23
Male,22,Economics,43.7,4.4,2.85,7.3,6,2.25
Male,19,Engineering,58.3,8.8,2.53,7.9,14,2.17
Male,21,Computer Science,59.5,7.2,2.44,7.8,18,2.27
Male,20,Economics,44.8,11.8,3.33,7.5,8,3.52
Male,21,Business,65.7,8.0,3.11,7.0,14,2.44
Male,22,Economics,82.8,6.2,3.02,7.4,10,2.48
Male,19,Computer Science,58.0,9.1,2.27,7.3,6,2.14
Male,21,Engineering,86.6,3.5,2.69,6.1,9,2.41
Male,20,Business,43.9,10.5,2.44,6.0,7,2.05
Male,21,Psychology,91.7,6.6,2.8,8.2,12,2.72
Female,23,Mathematics,83.6,5.7,2.04,6.3,14,2.26
Male,19,Computer Science,53.8,4.8,3.25,7.2,13,1.98
Female,21,Psychology,55.1,8.7,2.08,8.1,10,3.16
Female,22,Economics,45.2,5.2,2.12,6.3,5,2.16
Male,21,Psychology,78.2,3.1,1.88,6.1,4,2.32
Female,21,Psychology,63.8,3.6,3.12,7.3,13,2.31
Male,20,Psychology,57.6,6.7,2.53,8.4,6,2.5
Female,20,Psychology,63.8,2.3,3.14,7.3,11,3.32
Male,22,Mathematics,73.0,6.0,2.61,5.7,8,3.1
Male,21,Mathematics,82.4,7.2,2.72,6.7,6,2.71
Male,20,Economics,81.6,7.8,2.71,5.1,8,2.1
Female,21,Mathematics,59.3,10.2,3.2,6.6,9,2.38
Female,22,Psychology,67.5,7.2,2.72,6.7,7,2.25
Female,22,Business,51.9,11.0,3.1,8.2,7,2.93
Male,21,Business,76.9,6.0,2.41,7.4,13,1.73
Male,21,Business,68.3,8.3,2.33,6.1,6,2.39
Female,19,Computer Science,61.7,6.2,2.73,7.1,7,2.74
Male,21,Computer Science,71.3,4.6,2.93,6.5,8,3.57
Male,22,Engineering,55.2,10.2,2.41,7.2,5,1.83
Male,20,Mathematics,74.2,5.5,2.41,5.6,11,1.81
Female,22,Psychology,75.0,9.3,1.78,7.2,10,1.97
Female,23,Mathematics,60.9,8.2,2.62,6.2,8,3.11
Male,22,Psychology,44.0,4.2,2.85,7.3,7,2.32
Male,19,Computer Science,58.3,4.8,1.96,6.1,7,2.68
Male,19,Computer Science,47.9,9.4,3.4,7.2,11,3.47
Male,22,Business,49.0,5.8,3.33,8.1,6,1.89
Male,20,Computer Science,82.8,8.7,2.61,7.8,10,2.55
Female,22,Business,71.0,9.8,2.32,6.4,11,2.37
Male,21,Business,55.5,5.7,2.91,8.5,14,3.57
Male,21,Engineering,58.5,5.6,2.51,7.4,5,3.33
Female,19,Computer Science,79.9,5.3,3.21,8.3,6,2.39
Male,21,Economics,65.4,9.8,2.94,8.1,12,2.6
Male,21,Business,79.2,4.1,2.62,7.1,4,2.19
Female,20,Psychology,35.8,4.2,2.66,7.0,9,2.67
Female,20,Business,67.5,6.5,2.2,8.3,11,2.22
Female,22,Economics,78.1,5.1,3.0,4.8,15,1.93
Male,22,Business,44.0,5.1,2.71,6.8,7,1.89
Male,23,Engineering,57.5,10.7,2.65,6.9,14,2.27
Male,23,Business,69.9,8.6,2.4,6.6,8,2.92
Female,22,Mathematics,39.7,4.2,2.01,5.4,11,2.6
Female,19,Engineering,44.4,3.7,1.86,7.9,8,2.7
Male,21,Mathematics,67.8,11.6,3.35,5.0,10,2.03
Male,21,Psychology,70.7,8.0,3.21,6.3,9,2.47
Male,22,Economics,66.6,8.1,3.15,7.0,14,2.53
Female,23,Business,42.3,6.5,2.29,6.5,11,3.25
Female,22,Engineering,69.2,2.4,3.02,8.0,5,3.29
Female,22,Engineering,68.9,11.3,2.56,7.3,8,3.2
Female,22,Engineering,34.8,9.7,2.91,5.6,3,2.96
Female,23,Economics,76.0,7.3,3.46,5.7,8,2.59
Male,21,Engineering,73.2,6.1,2.83,7.2,9,2.45
Male,21,Engineering,51.2,9.4,2.15,7.6,7,2.78
Female,21,Engineering,46.2,2.8,2.85,5.5,13,3.29
Female,21,Mathematics,44.0,9.9,3.2,8.7,7,2.71
Female,19,Computer Science,53.0,11.3,3.55,6.7,8,2.18
Female,21,Economics,75.2,4.7,2.8,7.0,11,3.51
Male,21,Business,51.1,6.9,2.43,5.8,8,2.58
Female,20,Computer Science,53.9,7.1,2.89,6.6,9,2.88
Male,22,Business,75.8,2.0,2.19,5.7,10,2.62
Male,22,Business,77.9,5.5,3.28,6.2,12,2.56
Female,21,Mathematics,75.6,9.5,1.82,7.1,4,2.68
Male,19,Engineering,73.7,4.9,2.62,5.8,7,2.81
Male,23,Psychology,75.0,6.1,2.55,7.2,11,1.59
Male,20,Business,71.0,8.6,2.87,8.3,13,3.53
Male,21,Mathematics,58.3,4.2,2.23,8.4,9,2.75
Male,21,Business,74.1,7.0,2.05,7.5,12,3.09
Female,21,Psychology,72.1,7.2,3.05,8.2,12,2.4
Male,22,Economics,56.0,9.3,3.09,9.5,7,3.1
Female,20,Psychology,61.3,8.8,2.34,7.5,12,2.33
Male,22,Computer Science,57.3,9.9,3.53,6.7,8,3.05
Male,20,Psychology,50.3,4.1,3.44,7.1,5,1.76
Female,23,Psychology,52.9,7.2,2.19,6.3,6,2.73
Female,19,Engineering,47.5,6.1,1.79,6.1,12,2.55
Female,22,Economics,56.2,4.9,3.49,8.9,15,2.6
Male,20,Psychology,60.7,5.1,1.82,8.3,11,2.93
Male,20,Psychology,55.5,3.6,2.95,6.1,3,3.22
Male,22,Economics,64.4,7.6,2.85,8.1,4,2.53
Male,21,Psychology,70.3,5.5,2.64,6.7,7,2.9
Female,22,Engineering,45.4,6.2,2.48,6.2,15,2.38
Male,22,Engineering,73.6,11.2,2.28,7.9,9,2.39
Male,20,Economics,71.8,5.4,2.59,8.1,8,2.55
Female,21,Business,78.3,6.1,2.47,7.4,6,2.36
Male,21,Engineering,65.0,5.6,2.86,6.3,7,1.97
Female,21,Economics,77.3,7.4,3.01,6.9,9,2.49
Male,20,Psychology,74.7,5.8,3.35,8.5,11,2.13
Male,20,Engineering,83.5,5.4,2.89,6.9,10,3.05
Male,23,Computer Science,66.9,10.9,2.32,7.6,17,2.83
Female,22,Engineering,87.7,4.7,2.09,7.0,4,2.79
Female,22,Mathematics,51.4,9.0,2.62,6.4,10,2.42
Female,22,Computer Science,66.1,8.4,2.0,8.2,8,2.74
Male,21,Mathematics,60.9,7.9,3.02,6.0,17,2.52
Male,21,Business,76.1,3.5,2.54,7.1,10,2.76
Male,21,Business,72.6,9.1,1.91,5.4,12,2.09
Female,22,Psychology,70.5,7.5,3.57,8.4,9,3.36
Male,21,Computer Science,71.0,8.4,2.81,7.0,12,2.17
Female,23,Business,47.5,7.9,2.13,7.0,6,2.96
Female,20,Psychology,83.0,12.1,3.01,6.1,6,2.01
Male,21,Mathematics,78.9,5.4,2.36,8.3,11,2.22
Male,20,Business,79.6,9.0,2.76,4.8,11,2.75
Female,20,Psychology,55.4,9.4,2.87,6.4,16,1.9
Male,20,Business,79.7,8.0,3.27,7.4,17,1.85
Male,21,Engineering,58.6,4.0,2.36,9.0,11,2.5
Female,20,Psychology,50.5,5.0,2.04,8.5,11,2.77
Male,21,Business,49.3,8.1,2.82,5.9,9,2.21
Female,20,Engineering,72.4,4.7,1.83,8.6,11,2.37
Male,22,Engineering,60.6,11.0,2.19,6.0,11,1.63
Female,21,Economics,47.3,5.4,2.92,6.3,4,1.36
Female,21,Psychology,78.4,6.7,2.83,7.0,8,2.54
Male,19,Psychology,70.2,7.7,1.68,7.6,10,1.88
Male,23,Psychology,46.9,8.1,3.31,6.7,14,2.16
Female,22,Psychology,51.7,8.8,2.51,6.5,10,2.52
Female,22,Engineering,42.7,7.0,2.61,9.0,17,2.96
Female,22,Psychology,48.5,9.4,2.75,6.8,7,3.12
Male,22,Computer Science,50.5,9.7,2.73,5.5,6,3.17
Male,20,Psychology,49.2,12.6,2.44,8.0,12,2.87
Female,19,Computer Science,70.1,9.8,2.59,5.9,10,2.41
Male,21,Mathematics,79.5,6.3,3.21,6.0,10,2.09
Female,21,Economics,76.8,6.4,2.72,6.6,3,3.52
Female,20,Economics,64.5,6.6,2.02,7.7,9,2.77
Male,22,Mathematics,55.6,2.7,2.97,6.3,8,2.54
Male,21,Business,52.4,4.9,2.36,5.8,6,2.79
Male,22,Psychology,60.5,8.3,2.34,8.1,15,3.44
Female,21,Computer Science,49.2,8.0,2.23,7.4,9,3.3
Male,22,Psychology,77.9,11.2,2.76,5.3,11,2.95
Female,22,Mathematics,57.4,7.2,2.81,7.9,11,3.47
Female,23,Engineering,70.0,11.4,2.5,4.9,7,1.55
Male,21,Computer Science,64.0,3.5,2.1,8.3,16,1.88
Female,20,Computer Science,60.4,4.9,3.44,6.3,7,2.19
Male,23,Business,54.1,10.0,2.93,7.4,16,1.95
Female,19,Mathematics,47.9,5.7,2.47,7.6,6,2.15
Male,20,Business,49.4,10.7,2.48,7.2,16,2.29
Female,22,Computer Science,81.5,9.1,2.87,7.6,5,3.18
Male,20,Business,78.8,5.2,2.53,7.0,15,2.39
Male,22,Mathematics,61.6,11.2,2.67,8.0,12,2.53
Male,19,Economics,58.6,3.3,3.29,8.8,2,2.09
Male,21,Mathematics,71.3,5.8,2.86,5.1,9,2.92
Male,22,Economics,50.2,6.1,3.31,5.2,7,2.16
Male,21,Psychology,72.4,10.5,3.27,9.0,7,2.67
Male,23,Economics,53.9,7.3,2.52,8.7,13,2.75
Male,20,Computer Science,69.5,3.4,2.88,8.6,5,1.87
Female,20,Business,57.6,7.9,2.23,5.4,10,3.04
Female,22,Computer Science,44.6,4.2,2.15,6.7,7,2.65
Male,22,Business,74.1,4.8,2.49,8.8,11,1.95
Female,20,Engineering,56.7,9.2,2.43,6.6,11,2.48
Male,22,Mathematics,66.6,5.7,2.34,7.1,7,3.45
Female,22,Business,51.6,3.2,2.61,8.2,12,3.29
Male,21,Computer Science,76.9,9.1,2.96,9.3,8,3.0
Male,21,Engineering,65.3,6.1,2.48,8.5,14,2.8
Female,20,Economics,48.4,9.8,2.5,7.0,13,2.92
Male,22,Psychology,45.9,5.6,2.71,8.7,13,2.62
Female,21,Computer Science,62.3,5.3,3.0,8.5,9,2.73
Male,21,Computer Science,46.7,5.8,2.6,7.9,5,2.64
Male,22,Mathematics,78.2,4.4,2.52,5.8,14,2.7
Male,21,Economics,52.9,10.5,2.55,5.2,15,2.51
Female,19,Business,74.5,6.9,2.41,6.4,8,2.63
Female,20,Engineering,77.0,12.0,3.07,6.2,8,3.55
Female,21,Economics,80.4,6.7,2.09,7.2,10,3.08
Female,20,Business,51.3,7.0,2.93,6.0,11,2.03
Male,19,Psychology,70.4,9.4,3.31,7.1,5,2.06
Female,20,Mathematics,76.6,5.5,2.85,7.7,12,2.09
Male,21,Computer Science,54.8,6.1,2.3,9.1,5,3.6
Male,20,Economics,93.3,8.9,3.31,8.6,13,1.98
Female,21,Engineering,53.2,4.6,2.48,7.8,11,2.22
