Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
Female,22,Economics,53.3,6.3,2.24,9.1,12,3.06
Female,23,Mathematics,74.6,10.0,2.86,8.0,12,3.49
Female,23,Mathematics,51.6,7.6,3.02,5.9,7,3.2
Male,19,Business,40.7,5.1,2.6,7.4,3,1.98
Female,21,Mathematics,42.2,7.8,2.87,6.7,7,2.36
Female,21,Engineering,50.6,8.9,2.78,9.1,7,3.05
Female,23,Business,38.6,9.4,2.26,5.6,7,3.17
Female,22,Economics,86.6,7.4,2.03,7.9,11,3.19
Male,21,Mathematics,59.0,7.5,2.97,7.4,4,2.76
Female,21,Economics,59.6,4.4,2.96,7.8,8,3.31
Female,21,Mathematics,68.3,4.8,2.03,5.4,7,2.94
Male,22,Computer Science,86.0,5.4,2.93,7.8,9,2.59
Male,21,Economics,70.9,10.8,2.58,5.5,6,2.81
Male,22,Business,58.5,6.7,3.52,6.0,12,2.67
Male,20,Computer Science,63.9,6.4,2.23,6.2,10,2.84
Female,23,Psychology,71.6,3.8,2.62,6.2,6,2.12
Female,21,Business,42.6,6.9,3.06,7.3,16,2.37
Female,21,Mathematics,84.6,9.4,3.25,8.0,7,2.31
Male,21,Engineering,74.7,4.2,2.71,5.8,9,3.06
Male,20,Business,61.0,8.4,2.45,7.8,8,2.92
Male,21,Engineering,70.2,9.8,3.51,7.7,4,2.45
Female,21,Computer Science,77.1,5.4,3.08,7.8,5,1.58
Female,21,Mathematics,92.2,9.1,2.04,5.1,6,2.85
Male,20,Mathematics,51.4,7.2,3.13,5.3,8,2.58
Male,22,Business,51.1,5.9,2.44,7.0,13,2.27
Female,21,Mathematics,47.5,5.6,2.22,6.2,15,2.29
Female,21,Psychology,73.5,8.1,1.82,7.6,13,2.81
Female,22,Business,62.2,6.0,2.41,8.8,15,3.06
Female,19,Mathematics,75.5,7.1,2.43,7.4,5,2.34
Male,20,Business,52.5,6.2,2.86,7.0,17,2.43
Male,21,Economics,52.0,5.0,3.39,7.1,10,2.38
Female,21,Business,78.2,6.7,3.13,8.4,13,1.56
Male,22,Computer Science,56.2,8.5,2.23,6.3,7,2.18
Female,21,Psychology,58.6,11.4,2.21,5.9,10,2.53
Female,22,Computer Science,50.5,4.3,2.27,8.5,7,1.72
Male,21,Computer Science,53.4,3.4,1.93,4.5,14,2.5
Female,20,Computer Science,70.0,5.8,2.92,7.4,3,1.98
Female,19,Economics,43.8,6.1,3.11,6.7,8,2.51
Male,22,Business,66.7,7.9,2.35,8.0,3,2.18
Female,22,Business,74.4,7.7,2.92,7.3,7,2.09
Female,19,Economics,76.0,10.4,2.08,6.5,4,2.68
Female,22,Engineering,84.3,8.2,3.18,7.2,5,3.37
Female,21,Mathematics,66.0,11.6,2.06,7.8,4,2.71
Female,21,Mathematics,56.5,9.0,3.09,7.0,12,2.61
Female,20,Mathematics,61.8,9.9,2.97,8.2,15,2.13
Male,22,Engineering,79.3,5.3,3.74,8.9,10,2.0
Male,21,Computer Science,62.3,7.2,2.96,5.4,9,2.99
Female,20,Engineering,65.5,3.4,2.96,8.6,7,2.72
Male,22,Psychology,74.1,9.6,3.38,6.4,13,3.14
Male,21,Business,61.1,8.6,2.74,5.9,10,3.22
Female,22,Computer Science,68.1,8.8,2.35,6.9,11,2.44
Female,23,Business,78.0,9.5,3.42,5.6,7,3.56
Female,22,Economics,41.8,4.7,2.5,8.4,10,2.29
Male,21,Psychology,60.2,6.6,2.93,9.1,13,2.11
Male,21,Business,43.0,8.7,2.97,7.3,11,2.61
Male,21,Engineering,74.5,10.9,2.19,7.1,15,3.21
Female,22,Business,65.5,3.7,2.79,7.9,6,3.2
Female,21,Psychology,78.9,6.2,2.71,8.4,13,2.41
Female,22,Psychology,89.7,3.6,2.92,7.2,4,2.97
Male,20,Business,71.2,5.8,2.56,5.8,13,2.45
Male,20,Business,65.3,3.8,2.57,6.9,9,2.28
Male,22,Economics,52.5,7.0,2.61,7.0,13,3.08
Male,23,Psychology,83.5,6.3,2.71,7.2,7,2.58
Female,22,Engineering,33.7,3.8,2.24,5.5,8,2.82
Male,20,Engineering,65.7,7.1,2.82,6.1,9,3.03
Female,19,Mathematics,64.6,9.2,3.51,7.5,14,3.05
Female,21,Psychology,64.5,7.7,2.96,6.7,6,2.79
Male,22,Business,45.2,4.7,3.19,8.0,13,2.43
Female,22,Mathematics,78.2,9.9,3.3,9.1,7,2.56
Female,20,Business,59.6,9.3,3.49,7.8,14,2.56
Female,21,Mathematics,52.8,6.8,3.06,6.8,10,3.22
Male,23,Computer Science,80.8,4.3,3.11,6.9,3,2.72
Female,22,Engineering,64.4,9.5,2.98,7.9,9,3.6
Female,23,Economics,56.3,6.0,2.06,6.4,10,1.93
Male,19,Computer Science,63.2,11.7,2.61,6.4,7,3.42
Male,19,Economics,71.2,7.7,3.26,6.0,16,2.05
Female,23,Mathematics,47.6,8.6,2.75,8.2,5,1.92
Female,20,Business,64.9,7.3,1.85,5.6,18,1.99
Male,21,Psychology,58.6,8.8,2.36,6.2,6,2.13
Male,21,Computer Science,63.7,8.5,2.38,6.5,16,2.19
Female,21,Business,72.2,5.1,2.32,6.8,8,2.6
Female,23,Mathematics,78.8,6.1,2.64,8.4,13,3.13
Male,20,Economics,70.1,9.5,2.73,6.8,9,2.82
Male,19,Engineering,65.7,5.6,3.36,7.6,12,1.97
Female,22,Economics,63.1,4.2,2.63,6.4,10,3.29
Female,19,Economics,52.4,2.9,3.49,7.6,16,2.63
Male,21,Economics,72.8,7.2,2.2,6.7,14,3.08
Male,21,Engineering,54.7,8.3,3.09,7.1,6,2.66
Male,20,Computer Science,47.1,7.0,2.06,6.8,8,2.98
Male,21,Economics,61.3,13.2,2.52,7.4,8,3.32
Female,20,Business,73.3,9.0,2.77,7.1,11,2.01
Male,20,Engineering,73.9,5.7,2.77,6.8,9,2.65
Female,20,Mathematics,76.2,4.5,3.43,6.5,11,2.36
Male,19,Economics,55.9,7.3,2.91,7.2,13,1.88
Female,22,Economics,56.0,10.5,2.41,7.2,5,2.2
Male,22,Business,54.8,5.5,1.78,7.0,13,3.19
Female,22,Engineering,64.7,8.0,3.14,8.0,11,2.82
Female,20,Economics,66.8,3.1,2.81,5.6,15,2.43
Female,22,Economics,63.6,6.6,2.92,7.5,10,2.67
Female,20,Economics,86.0,2.8,2.33,5.3,12,2.33
Female,20,Computer Science,78.1,9.0,2.15,7.2,9,2.93
Male,20,Economics,66.8,11.2,3.57,6.5,6,3.54
Female,21,Business,61.9,8.7,2.5,7.0,13,2.2
Female,20,Computer Science,44.7,4.7,2.28,7.8,12,3.05
Female,20,Engineering,95.8,8.2,2.59,6.6,9,2.92
Female,22,Business,90.1,11.5,2.95,5.8,9,2.91
Male,20,Mathematics,64.3,3.5,2.5,8.0,9,2.24
Male,21,Business,75.1,9.8,2.73,8.3,15,2.91
Female,21,Psychology,68.3,8.3,2.16,6.4,7,2.55
Male,20,Engineering,65.6,7.2,2.32,7.7,12,2.43
Female,20,Psychology,48.1,7.1,3.54,7.9,6,2.01
Female,21,Economics,75.8,6.1,2.57,6.4,6,2.61
Male,21,Mathematics,61.4,8.3,3.36,8.4,8,2.75
Male,22,Mathematics,52.4,3.5,2.62,8.5,11,2.2
Male,21,Mathematics,58.6,5.3,3.54,8.4,4,3.1
Female,22,Psychology,35.4,5.3,1.85,6.3,4,2.85
Female,21,Computer Science,50.4,3.4,2.91,6.8,7,3.25
Female,21,Economics,45.0,3.8,2.94,6.9,7,1.8
Male,20,Psychology,43.7,7.6,2.47,7.7,16,1.92
Male,22,Business,47.1,8.0,3.4,9.2,10,2.67
Female,21,Engineering,64.5,8.5,2.72,9.0,4,2.32
Female,21,Computer Science,79.3,5.4,3.26,6.3,12,1.82
Female,23,Business,49.7,8.3,2.28,8.7,3,2.09
Male,21,Engineering,71.1,10.4,2.9,9.6,10,2.56
Male,20,Computer Science,73.6,2.4,2.92,5.1,10,2.79
Female,19,Computer Science,61.9,9.7,2.08,8.2,11,2.58
Female,22,Economics,54.3,5.2,2.06,5.8,15,2.73
Male,20,Mathematics,71.3,5.3,3.33,6.5,4,3.03
Male,20,Computer Science,47.0,7.2,3.46,6.2,11,2.52
Male,20,Psychology,36.8,7.7,2.66,8.3,15,2.47
Male,21,Computer Science,55.1,8.2,2.74,5.7,10,2.05
Male,20,Economics,63.1,3.3,3.22,5.2,7,2.3
Male,20,Psychology,67.2,8.0,2.38,7.9,13,1.55
Female,21,Computer Science,50.8,9.1,2.11,5.2,11,2.53
Female,22,Engineering,68.3,8.2,1.9,6.2,14,1.97
Female,20,Psychology,87.0,5.5,2.83,6.3,17,1.69
Male,19,Business,81.5,8.4,2.35,7.7,13,2.52
Female,21,Psychology,58.0,2.7,3.29,8.3,2,2.63
Male,22,Economics,71.4,6.3,2.82,8.9,5,2.14
Female,20,Engineering,65.2,8.4,3.12,9.0,13,2.94
Male,22,Business,53.1,5.5,3.02,7.8,12,3.09
Male,21,Psychology,90.9,8.0,2.8,8.0,12,2.79
Male,21,Mathematics,45.2,6.0,1.97,6.9,7,1.69
Male,21,Engineering,67.9,7.0,2.64,6.3,4,2.67
Male,22,Computer Science,76.6,8.0,2.61,6.5,6,2.68
Male,20,Economics,92.3,10.7,2.4,9.0,12,3.15
Female,22,Mathematics,44.3,4.5,2.25,7.2,8,2.46
Female,20,Engineering,77.0,3.0,2.21,6.0,7,2.28
Female,20,Business,62.0,10.2,2.77,8.6,13,2.87
Male,21,Economics,46.2,3.3,3.05,7.0,7,1.68
Female,21,Computer Science,73.2,4.7,3.48,7.1,12,2.57
Male,21,Economics,54.2,3.6,1.82,6.6,15,2.48
Female,22,Engineering,49.5,9.7,3.07,6.2,9,2.17
Female,19,Engineering,48.8,5.2,2.51,7.1,6,3.38
Male,22,Computer Science,49.3,8.7,3.06,6.4,14,2.58
Female,22,Engineering,63.3,8.3,3.51,6.0,6,2.38
Female,22,Psychology,42.5,2.3,2.56,8.3,14,3.03
Female,21,Economics,61.2,7.9,2.42,7.2,14,2.32
Male,21,Mathematics,39.7,9.0,3.23,6.7,9,2.48
Female,22,Business,86.7,4.6,2.78,6.9,12,2.66
Male,21,Economics,38.8,3.7,2.44,8.3,13,2.05
Female,20,Business,49.6,5.4,2.73,7.4,7,2.54
Male,20,Engineering,54.3,9.9,2.88,8.6,11,2.53
Female,21,Economics,70.1,3.4,2.67,6.6,9,2.44
Female,21,Mathematics,75.3,12.4,2.84,8.3,1,2.32
Male,21,Mathematics,51.1,8.6,2.7,6.6,11,3.02
Male,22,Computer Science,61.7,11.4,1.91,6.8,8,2.39
Male,21,Mathematics,43.9,7.7,2.62,6.8,17,2.77
Female,21,Mathematics,82.5,6.2,2.32,5.7,9,2.38
Male,21,Computer Science,67.1,3.4,2.4,6.7,7,1.82
Female,21,Economics,75.2,3.1,2.79,7.1,6,3.17
Female,21,Engineering,42.1,11.4,1.69,8.3,7,2.58
Male,21,Mathematics,53.3,9.0,2.86,8.6,9,2.12
Male,20,Psychology,72.9,8.3,2.76,7.4,8,2.57
Female,21,Mathematics,57.0,10.7,2.59,8.0,11,3.49
Female,21,Mathematics,67.1,6.7,2.75,7.7,9,2.23
Male,19,Economics,67.9,6.4,3.29,8.3,7,3.14
Male,22,Psychology,58.6,10.9,2.58,6.5,9,3.5
Female,21,Engineering,41.8,8.2,2.79,6.8,7,3.43
Female,20,Engineering,67.2,7.6,2.4,7.9,13,2.38
Male,21,Engineering,74.0,5.9,2.29,5.7,9,2.99
Female,23,Computer Science,72.8,9.2,1.96,6.7,10,2.34
Female,20,Business,40.6,2.3,2.12,6.8,13,2.79
Female,20,Computer Science,55.5,6.7,2.03,7.3,11,2.38
Male,22,Business,59.7,8.9,2.36,6.0,11,2.25
Female,20,Mathematics,67.5,8.6,2.63,5.8,14,3.09
Male,21,Psychology,33.7,6.7,2.6,5.3,13,2.94
Female,21,Engineering,67.0,8.3,2.26,8.3,5,2.47
Female,20,Economics,42.1,7.2,3.39,7.1,15,3.02
Male,20,Engineering,56.6,2.4,2.66,6.8,12,1.84
Female,22,Mathematics,58.8,6.4,3.27,5.8,8,2.5
Female,20,Engineering,88.9,3.9,2.2,6.3,14,3.14
Male,19,Computer Science,59.2,5.9,2.7,5.7,6,2.23
Female,20,Computer Science,78.0,8.5,2.5,7.0,7,1.99
Female,22,Psychology,53.5,5.3,2.93,8.6,10,3.25
Female,19,Business,69.9,10.0,3.27,7.3,15,2.7
Female,21,Engineering,78.5,5.9,2.51,6.6,8,2.88
Female,20,Engineering,66.2,2.5,2.87,7.0,13,2.24
Female,21,Computer Science,72.7,5.0,2.97,6.4,8,2.36
Male,19,Business,67.3,6.2,2.79,7.6,4,2.23
Female,22,Economics,51.7,8.0,3.23,7.8,16,3.04
Female,23,Engineering,62.9,4.2,2.96,9.3,13,2.67
Male,20,Economics,48.9,5.6,2.87,6.2,5,3.21
Female,20,Psychology,45.4,8.7,2.06,6.1,12,2.28
Female,20,Mathematics,64.4,7.6,2.83,6.4,5,3.13
Female,22,Mathematics,64.5,10.2,2.91,5.2,12,2.64
Male,21,Engineering,77.0,7.2,2.71,7.1,9,2.43
Male,20,Engineering,64.9,5.9,3.31,5.7,11,2.61
Female,20,Engineering,47.9,3.2,2.9,7.7,13,1.95
Female,21,Business,73.8,4.8,3.11,6.2,6,2.42
Male,22,Engineering,60.8,8.6,2.37,6.4,17,2.56
Female,21,Business,56.5,7.9,2.44,6.1,11,2.05
Female,22,Business,60.5,6.1,2.62,7.2,6,2.57
Male,23,Psychology,63.2,4.4,2.84,7.6,12,2.62
Female,23,Computer Science,52.7,3.0,3.1,7.6,13,1.65
Male,21,Business,67.3,5.5,1.84,7.1,9,2.52
Female,22,Engineering,62.0,3.1,2.71,6.8,12,2.09
Male,21,Computer Science,49.5,9.3,2.32,6.2,10,2.71
Female,23,Mathematics,49.3,9.3,2.57,9.0,10,2.5
Male,22,Mathematics,56.4,4.8,3.23,6.5,4,1.87
Male,19,Engineering,50.4,3.6,2.83,5.7,16,2.49
Male,21,Business,46.4,9.7,2.55,6.9,5,2.1
Male,22,Psychology,54.6,10.8,2.66,7.8,13,2.45
Female,22,Mathematics,55.6,11.0,2.55,5.6,14,2.87
Female,19,Psychology,74.0,7.2,2.15,5.9,10,2.33
Male,20,Economics,71.7,5.3,3.17,6.2,12,3.12
Female,20,Mathematics,78.1,5.4,2.79,7.3,9,2.19
Female,21,Economics,74.6,10.6,2.63,6.9,10,2.45
Female,21,Engineering,49.5,7.4,2.8,8.6,7,3.54
Female,21,Psychology,93.3,1.9,2.76,6.3,11,2.74
Female,22,Psychology,73.3,7.7,3.17,7.0,9,2.65
Male,22,Economics,69.7,6.6,2.87,6.2,16,2.46
Male,21,Computer Science,46.3,2.6,2.53,7.9,14,2.29
Female,21,Computer Science,80.2,3.7,2.0,6.0,12,2.76
Female,22,Mathematics,61.0,5.7,2.66,8.0,13,3.11
Female,22,Mathematics,54.3,7.6,2.32,6.5,14,2.25
Female,20,Computer Science,57.1,8.6,1.98,6.5,10,3.23
Male,19,Engineering,58.2,9.2,2.83,6.3,4,2.29
Male,23,Business,72.2,9.2,3.22,5.3,7,2.43
Male,21,Economics,74.2,11.3,2.45,7.1,8,2.98
Male,22,Engineering,48.4,6.6,3.6,6.5,14,2.56
Male,18,Engineering,62.4,7.9,2.77,6.3,16,2.46
Female,21,Engineering,58.4,4.2,1.94,8.1,13,2.87
Female,23,Psychology,60.3,1.6,3.01,8.0,8,2.35
Male,22,Computer Science,76.6,6.5,3.06,7.5,13,3.13
Male,19,Psychology,56.3,6.4,2.8,8.1,12,3.64
Male,21,Computer Science,61.1,5.1,3.35,5.9,10,3.64
Female,22,Psychology,56.9,3.9,2.79,8.1,6,2.36
Female,21,Psychology,54.1,6.5,3.44,6.2,12,3.59
Male,22,Economics,61.0,11.5,2.99,7.5,10,2.83
Male,21,Computer Science,71.4,10.7,2.53,5.8,7,1.83
Female,22,Business,73.6,6.5,3.27,7.4,8,3.45
Male,20,Psychology,78.6,2.6,3.35,8.2,9,2.83
Male,21,Economics,73.9,9.9,2.63,7.7,14,3.66
Male,20,Mathematics,58.2,6.0,2.85,7.2,15,2.64
Female,21,Computer Science,64.9,8.3,2.97,8.5,13,3.56
Male,20,Computer Science,42.3,11.1,3.09,7.7,9,3.49
Male,20,Mathematics,51.6,9.5,2.52,7.7,15,2.22
Male,20,Computer Science,83.2,6.4,1.76,5.8,12,2.9
Female,20,Mathematics,74.6,9.7,3.23,8.6,13,3.02
Female,18,Engineering,69.4,8.4,2.76,7.0,11,2.35
Female,22,Computer Science,70.4,8.3,3.16,7.5,11,2.76
Female,21,Economics,59.1,4.1,2.43,6.0,11,2.83
Female,21,Mathematics,49.6,7.4,2.28,7.2,4,2.3
Female,20,Psychology,51.0,7.9,3.3,5.6,11,2.31
Female,20,Mathematics,56.8,8.4,3.36,7.1,17,2.39
Female,22,Psychology,61.1,6.4,2.5,6.5,8,2.04
Female,20,Business,70.8,2.6,3.2,6.5,13,1.95
Male,22,Economics,74.6,5.1,2.42,9.1,5,3.28
Male,23,Engineering,78.4,5.4,2.7,8.1,5,2.76
Male,22,Computer Science,82.3,9.7,2.5,7.8,6,1.83
Male,22,Economics,80.9,2.8,3.42,6.6,15,2.11
Female,21,Economics,49.2,1.7,2.44,4.9,6,2.36
Male,20,Mathematics,47.1,6.4,3.2,7.5,7,1.8
Female,22,Business,62.2,8.2,2.51,7.3,9,2.93
Female,22,Mathematics,61.6,8.7,3.24,6.5,6,3.49
Male,21,Mathematics,75.7,8.6,2.91,7.4,2,2.82
Male,21,Mathematics,64.5,4.7,2.35,8.0,13,3.0
Female,22,Mathematics,72.2,6.8,3.42,6.0,14,3.28
Female,20,Business,50.8,8.7,2.61,7.8,7,2.91
Female,21,Mathematics,57.6,5.7,2.98,8.4,10,2.42
Female,21,Engineering,68.1,9.4,1.88,6.4,5,1.88
Female,21,Engineering,75.4,11.4,2.84,6.6,12,1.56
Female,20,Engineering,72.1,5.5,3.01,6.1,10,2.5
Male,21,Economics,72.7,12.2,2.9,9.2,9,1.9
Male,21,Computer Science,42.0,11.9,2.37,7.5,7,3.02
Male,21,Computer Science,37.2,7.8,2.31,6.5,9,2.53
Male,21,Psychology,61.1,6.7,2.01,7.8,8,3.2
Male,23,Economics,94.8,5.0,2.01,7.6,5,3.17
Male,19,Engineering,64.5,10.0,2.15,6.2,9,2.48
Male,21,Business,71.6,8.8,2.24,8.7,14,2.43
Male,21,Business,58.3,7.2,2.48,8.1,14,2.72
Male,20,Psychology,78.7,5.2,2.36,7.5,7,2.47
Male,20,Economics,48.4,10.8,2.51,5.0,6,2.69
Female,19,Computer Science,88.0,6.3,2.87,7.2,8,2.61
Male,19,Engineering,75.5,5.4,2.51,7.2,13,3.41
Female,21,Engineering,51.8,6.0,2.13,7.3,16,2.84
Male,21,Mathematics,61.7,8.5,3.41,7.7,10,2.67
Female,22,Computer Science,59.4,5.7,2.24,8.1,16,2.71
Female,19,Business,43.7,5.8,3.04,6.8,13,2.2
Female,21,Engineering,47.4,3.8,1.84,6.7,15,2.29
Female,24,Business,49.7,5.9,2.61,7.1,9,3.61
Male,21,Business,59.5,11.1,3.17,7.1,9,2.44
Female,21,Mathematics,80.6,5.6,2.2,7.5,12,2.03
Female,20,Business,54.1,6.5,2.2,9.4,8,2.99
Male,21,Economics,51.6,4.8,1.97,6.0,12,2.28
Male,20,Psychology,45.7,6.7,2.5,5.4,14,2.29
Female,22,Economics,74.7,9.5,2.87,4.5,11,3.05
Female,22,Economics,72.9,8.6,2.1,7.8,4,3.15
Female,20,Business,68.2,7.7,2.74,7.2,4,2.77
Female,19,Economics,68.0,7.7,2.83,6.7,15,2.84
Female,20,Engineering,42.1,7.0,2.07,6.4,14,2.97
Male,20,Business,57.5,6.9,3.11,7.3,12,2.36
Male,21,Engineering,84.4,7.7,2.91,7.4,6,2.74
Female,20,Business,69.9,10.1,2.81,7.3,13,3.13
Female,22,Psychology,75.8,8.7,1.91,7.9,15,3.0
Male,20,Mathematics,66.4,7.2,2.55,5.7,10,3.21
Female,21,Business,62.1,10.0,2.92,8.0,4,1.95
Female,21,Mathematics,87.6,5.4,2.03,5.8,8,2.16
Male,20,Economics,54.6,8.9,2.92,7.1,12,1.85
Female,20,Economics,57.5,9.9,3.25,6.6,12,3.46
Female,20,Engineering,62.9,8.4,2.68,8.1,5,3.49
Female,20,Business,49.1,5.5,2.57,6.1,9,3.22
Male,22,Engineering,69.3,8.9,2.4,8.4,12,3.05
Female,19,Psychology,48.4,3.3,2.87,8.1,15,3.41
Male,19,Mathematics,58.7,4.0,2.5,8.1,12,3.65
Female,21,Economics,60.6,3.8,3.32,6.4,10,3.1
Male,22,Computer Science,49.8,5.9,2.16,7.6,9,3.06
Female,21,Economics,58.4,6.1,2.59,6.2,13,2.44
Female,21,Mathematics,64.2,8.4,2.71,5.9,8,2.67
Female,22,Engineering,91.4,9.7,2.13,9.1,12,1.97
Female,21,Mathematics,63.7,11.0,2.75,6.2,8,2.26
Male,20,Psychology,55.2,8.7,2.5,5.2,9,2.07
Male,21,Business,62.2,7.6,2.58,6.1,12,2.7
Male,22,Psychology,65.0,6.2,3.47,6.3,14,2.23
Female,20,Psychology,60.4,8.8,3.24,7.8,14,2.8
Female,19,Business,64.1,7.6,2.13,8.5,7,2.43
Female,20,Business,83.2,9.8,3.18,6.7,9,1.97
Male,21,Mathematics,77.4,11.5,2.04,7.1,14,2.01
Male,20,Mathematics,58.4,4.8,2.91,6.6,19,2.27
Female,20,Psychology,50.3,3.5,2.1,5.7,16,2.73
Male,20,Business,48.1,7.8,2.74,7.4,7,2.36
Male,20,Psychology,52.8,9.4,2.61,7.6,10,2.52
Male,21,Mathematics,87.3,9.0,2.89,5.6,6,2.94
Female,21,Psychology,48.2,10.2,2.02,7.1,5,2.35
Male,21,Computer Science,74.9,5.4,2.47,6.1,7,1.43
Female,21,Engineering,72.0,2.4,2.79,8.4,18,2.75
Male,18,Psychology,57.6,4.4,3.17,6.9,10,2.81
Male,21,Engineering,79.4,11.3,2.16,6.3,14,2.84
Female,21,Mathematics,80.3,8.2,1.72,8.0,11,2.47
Male,21,Economics,55.0,10.8,2.58,5.9,10,2.39
Female,21,Business,52.4,8.6,2.99,8.6,4,2.88
Female,21,Psychology,42.5,5.1,2.52,6.5,9,2.24
Female,22,Psychology,53.8,9.0,3.65,6.1,14,2.62
Male,20,Economics,39.2,4.4,3.4,4.8,8,2.19
Female,23,Economics,49.6,6.5,3.16,7.5,13,3.14
Female,21,Engineering,36.5,6.1,2.39,6.3,10,2.0
Female,21,Computer Science,61.5,7.0,2.86,7.6,14,2.8
Male,20,Computer Science,55.8,7.7,2.77,6.3,9,3.53
Female,21,Engineering,59.3,11.4,2.56,5.2,3,3.38
Male,19,Business,52.2,5.3,3.04,5.4,12,3.18
Female,20,Computer Science,61.0,5.6,2.51,8.3,9,2.97
Female,22,Engineering,75.4,3.8,2.51,7.2,10,1.69
Male,20,Computer Science,36.4,7.5,3.08,6.1,8,3.14
Male,21,Psychology,66.3,5.7,3.17,9.2,6,3.25
Male,22,Engineering,46.2,6.5,2.4,7.2,12,2.7
Female,21,Computer Science,73.3,8.8,3.2,6.8,11,3.12
Female,22,Business,65.3,6.5,2.71,7.1,5,3.54
Female,21,Mathematics,59.5,3.2,2.67,6.1,14,3.09
Male,20,Computer Science,60.2,7.1,1.82,4.7,9,3.38
Female,20,Economics,83.9,9.2,2.22,5.8,15,3.11
Male,20,Economics,58.8,5.6,2.82,7.4,6,2.17
Male,23,Business,48.3,6.3,2.35,7.9,9,2.83
Male,20,Economics,79.7,9.3,2.74,6.5,13,1.73
Female,21,Economics,52.1,10.3,2.93,6.2,11,2.36
Female,21,Engineering,87.7,4.8,3.04,7.5,15,2.39
Male,22,Psychology,66.2,9.9,2.16,7.6,8,2.73
Male,20,Engineering,65.7,11.6,2.51,7.2,8,2.3
Female,21,Computer Science,81.5,5.3,2.45,6.2,5,2.66
Male,20,Economics,83.3,6.1,2.11,6.8,8,2.66
Female,20,Engineering,70.8,8.4,3.09,7.5,11,2.07
Male,22,Economics,61.8,8.4,2.5,7.7,10,2.58
Female,20,Computer Science,44.7,7.5,2.43,6.2,6,1.58
Female,21,Business,68.5,9.8,1.85,5.8,13,3.21
Female,22,Engineering,85.4,12.8,2.6,7.1,10,2.15
Female,20,Economics,66.6,7.5,1.75,7.0,14,2.05
Female,19,Mathematics,67.9,7.1,2.82,6.3,16,2.9
Female,22,Mathematics,86.0,9.8,2.55,7.4,10,2.23
Male,21,Computer Science,55.3,10.2,2.66,7.4,12,2.16
Male,22,Computer Science,78.1,9.4,3.05,6.4,15,2.59
Female,20,Economics,62.8,7.9,2.83,7.3,14,2.2
Female,21,Economics,36.2,7.2,1.96,7.7,10,2.47
Female,21,Mathematics,54.5,6.9,2.66,6.0,17,2.65
Female,22,Computer Science,50.6,8.8,3.03,8.5,9,2.1
Female,20,Computer Science,91.3,5.3,2.71,6.3,8,1.76
Male,20,Business,32.4,4.9,2.78,8.5,13,2.71
Male,22,Mathematics,75.5,3.4,2.69,7.6,4,2.64
Female,20,Business,60.3,5.2,3.51,7.6,5,3.51
Female,20,Engineering,49.5,4.2,2.79,6.0,7,2.57
Male,22,Business,58.6,5.0,1.96,7.2,7,1.94
Female,20,Computer Science,83.9,6.0,2.72,6.6,11,2.63
Male,20,Mathematics,37.0,6.5,2.13,6.6,9,2.24
Female,21,Computer Science,39.0,11.2,2.86,7.1,9,1.82
Male,20,Mathematics,39.3,6.5,2.86,6.0,14,2.45
Male,21,Mathematics,42.3,8.0,3.3,7.7,14,2.72
Male,20,Psychology,61.0,11.4,2.76,7.9,14,2.55
Female,22,Computer Science,78.8,7.8,3.12,5.2,9,2.4
Female,19,Computer Science,77.0,3.8,2.02,7.2,8,3.45
Male,21,Economics,86.0,2.4,3.23,7.0,14,2.43
Female,20,Economics,67.3,6.2,2.67,7.8,8,1.98
Male,21,Psychology,76.4,5.8,2.19,6.1,8,2.06
Female,22,Mathematics,67.1,5.7,2.27,7.6,14,2.28
Female,21,Economics,37.9,7.1,2.24,6.6,3,1.93
Female,20,Business,60.5,4.1,2.86,8.2,5,2.66
Female,23,Economics,60.8,8.1,2.21,8.8,8,1.62
Female,22,Mathematics,75.7,5.2,2.83,5.7,15,3.3
Female,20,Psychology,41.8,5.8,3.34,5.5,13,1.86
Male,22,Mathematics,52.0,7.0,1.75,7.4,6,1.94
Male,21,Mathematics,67.6,4.4,2.57,7.4,4,2.12
Female,20,Business,56.1,4.0,3.76,7.4,5,2.72
Female,20,Business,83.8,10.4,2.14,6.5,3,2.75
Male,21,Psychology,66.2,8.2,3.34,8.0,13,2.62
Male,21,Computer Science,74.5,7.4,2.02,5.2,10,2.66
Male,23,Engineering,46.3,6.0,3.35,6.0,9,2.25
Female,20,Economics,51.5,8.9,2.35,6.7,3,3.19
Female,22,Engineering,61.0,10.6,2.24,6.2,10,2.64
Male,20,Economics,71.9,10.0,3.18,7.4,5,3.08
Male,22,Business,59.6,9.7,2.57,8.0,8,2.71
Male,23,Engineering,66.2,3.7,2.11,6.5,5,2.22
Female,21,Business,47.5,7.8,2.24,7.5,6,2.93
Female,21,Mathematics,84.1,5.1,2.76,6.8,10,2.59
Male,21,Business,54.4,2.3,2.87,7.4,10,2.94
Male,21,Mathematics,47.4,10.7,3.05,7.3,9,2.57
Male,21,Mathematics,66.2,5.7,2.71,7.3,7,3.2
Female,21,Economics,61.7,9.8,2.59,8.6,13,2.87
Female,21,Business,85.7,11.7,2.95,8.5,6,2.7
Female,21,Psychology,67.3,6.2,3.32,6.0,10,2.28
Male,22,Psychology,70.5,11.4,3.34,8.3,9,3.12
